,short_name,club_name,league_name,age,player_positions,overall,potential,wage_eur,pace,shooting,passing,dribbling,defending,physic,year
107263,K. Möhwald,SV Werder Bremen,German 1. Bundesliga,26,"CM, CAM",72,73,19000.0,58.0,70.0,75.0,73.0,61.0,65.0,2021
107264,R. Czichos,1. FC Köln,German 1. Bundesliga,30,"CB, LB",72,72,18000.0,52.0,48.0,59.0,62.0,73.0,75.0,2021
107266,A. Hahn,FC Augsburg,German 1. Bundesliga,29,"RM, ST",72,72,20000.0,66.0,74.0,67.0,66.0,55.0,82.0,2021
107267,M. Lowe,Sheffield United,English Premier League,23,LB,72,81,19000.0,78.0,46.0,63.0,73.0,69.0,66.0,2021
107269,R. Andrich,1. FC Union Berlin,German 1. Bundesliga,25,"CM, CDM",72,75,20000.0,59.0,63.0,73.0,69.0,69.0,77.0,2021
107271,L. Diony,Angers SCO,French Ligue 1,27,"ST, LM",72,73,18000.0,72.0,72.0,62.0,70.0,25.0,72.0,2021
107279,Ó. Duarte,Levante Unión Deportiva,Spain Primera Division,31,CB,72,72,15000.0,54.0,47.0,50.0,52.0,73.0,75.0,2021
107290,D. Biraschi,Genoa,Italian Serie A,25,"CB, RB",72,75,11000.0,58.0,35.0,56.0,61.0,75.0,64.0,2021
107323,L. Montipò,Benevento,Italian Serie A,24,GK,72,79,8000.0,,,,,,,2021
107329,Marlon,U.S. Sassuolo Calcio,Italian Serie A,24,CB,72,77,17000.0,64.0,44.0,59.0,65.0,73.0,71.0,2021
107330,P. Mwene,1. FSV Mainz 05,German 1. Bundesliga,26,"RB, RM, RWB",72,74,18000.0,76.0,44.0,61.0,71.0,64.0,62.0,2021
107347,B. Meling,Nîmes Olympique,French Ligue 1,25,LB,72,77,15000.0,80.0,47.0,65.0,66.0,67.0,60.0,2021
107350,Chema Rodríguez,Getafe CF,Spain Primera Division,28,"CB, LB",72,74,18000.0,62.0,59.0,57.0,60.0,72.0,71.0,2021
107354,S. Scuffet,Udinese Calcio,Italian Serie A,24,GK,72,79,8000.0,,,,,,,2021
107355,Y. Baraye,Parma,Italian Serie A,28,"RW, LW",72,72,25000.0,84.0,64.0,65.0,75.0,48.0,61.0,2021
107356,J. Pohjanpalo,Bayer 04 Leverkusen,German 1. Bundesliga,25,ST,72,74,38000.0,59.0,73.0,56.0,68.0,26.0,70.0,2021
107358,B. Celina,Dijon FCO,French Ligue 1,23,"CAM, LM, LW",72,79,10000.0,76.0,69.0,70.0,75.0,25.0,58.0,2021
107361,A. Barreca,AS Monaco,French Ligue 1,25,"LB, LM",72,76,27000.0,75.0,34.0,62.0,72.0,69.0,66.0,2021
107362,F. Ricci,U.S. Sassuolo Calcio,Italian Serie A,26,"RW, LW",72,72,24000.0,79.0,64.0,66.0,76.0,47.0,48.0,2021
107363,G. Tutino,Napoli,Italian Serie A,23,"ST, LW",72,78,36000.0,77.0,72.0,71.0,75.0,35.0,64.0,2021
107364,J. Brownhill,Burnley,English Premier League,24,"CM, CDM",72,78,30000.0,70.0,67.0,69.0,71.0,68.0,73.0,2021
107366,A. Schöpf,FC Schalke 04,German 1. Bundesliga,26,"CM, RM, RWB",72,74,19000.0,69.0,69.0,71.0,75.0,63.0,71.0,2021
107370,G. Poblete,FC Metz,French Ligue 1,27,"CDM, CM",72,75,13000.0,67.0,51.0,65.0,73.0,68.0,72.0,2021
107374,C. Gruezo,FC Augsburg,German 1. Bundesliga,25,"CDM, CM",72,79,17000.0,63.0,46.0,61.0,66.0,69.0,74.0,2021
107382,Sivera,Deportivo Alavés,Spain Primera Division,23,GK,72,78,10000.0,,,,,,,2021
107386,S. Griesbeck,1. FC Union Berlin,German 1. Bundesliga,29,CDM,72,72,20000.0,62.0,47.0,60.0,56.0,73.0,83.0,2021
107391,Walace,Udinese Calcio,Italian Serie A,25,"CDM, CM",72,76,11000.0,65.0,66.0,66.0,67.0,67.0,72.0,2021
107392,Jorge Meré,1. FC Köln,German 1. Bundesliga,23,CB,72,79,15000.0,66.0,30.0,53.0,64.0,73.0,72.0,2021
107406,M. Bani,Bologna,Italian Serie A,26,CB,72,75,20000.0,56.0,18.0,42.0,53.0,74.0,70.0,2021
107411,G. Ferrari,U.S. Sassuolo Calcio,Italian Serie A,28,CB,72,73,21000.0,53.0,27.0,39.0,47.0,74.0,70.0,2021
107421,Pere Milla,Elche CF,Spain Primera Division,27,"ST, CAM, LM",72,72,16000.0,77.0,73.0,68.0,76.0,37.0,62.0,2021
107437,F. Sotoca,Racing Club de Lens,French Ligue 1,29,"ST, RM",72,72,30000.0,85.0,71.0,67.0,66.0,40.0,80.0,2021
107441,A. Donis,Stade de Reims,French Ligue 1,23,"ST, RM",72,79,17000.0,86.0,69.0,59.0,79.0,25.0,65.0,2021
107449,Sergi Palencia,AS Saint-Étienne,French Ligue 1,24,RB,72,79,17000.0,76.0,56.0,62.0,70.0,69.0,72.0,2021
107451,Kevin,RC Celta de Vigo,Spain Primera Division,27,RB,72,73,15000.0,69.0,53.0,65.0,67.0,68.0,67.0,2021
107452,Y. Mutō,SD Eibar,Spain Primera Division,27,ST,72,72,29000.0,77.0,71.0,66.0,75.0,41.0,57.0,2021
107457,K. N'Doram,FC Metz,French Ligue 1,24,"CDM, CM",72,78,11000.0,64.0,48.0,61.0,69.0,70.0,80.0,2021
107463,W. Anton,VfB Stuttgart,German 1. Bundesliga,23,"CDM, CB",72,79,14000.0,66.0,46.0,57.0,65.0,74.0,75.0,2021
107464,L. Klünter,Hertha BSC,German 1. Bundesliga,24,"RB, CB",72,78,23000.0,82.0,46.0,56.0,68.0,69.0,66.0,2021
107465,P. Stenzel,VfB Stuttgart,German 1. Bundesliga,24,"RB, CB",72,75,14000.0,62.0,59.0,70.0,69.0,71.0,66.0,2021
107473,E. Kwateng,FC Girondins de Bordeaux,French Ligue 1,23,"RB, RM",72,78,17000.0,65.0,36.0,63.0,68.0,73.0,64.0,2021
107510,M. Diakhaby,Valencia CF,Spain Primera Division,23,CB,72,77,18000.0,55.0,38.0,53.0,57.0,72.0,75.0,2021
107511,G. Pezzella,Parma,Italian Serie A,22,"LB, LM",72,80,17000.0,76.0,52.0,64.0,70.0,67.0,74.0,2021
107514,C. Traoré,FC Nantes,French Ligue 1,28,LB,72,72,17000.0,71.0,36.0,56.0,67.0,72.0,76.0,2021
107515,A. Hack,1. FSV Mainz 05,German 1. Bundesliga,26,CB,72,75,18000.0,64.0,32.0,62.0,59.0,73.0,75.0,2021
107516,E. Mor,RC Celta de Vigo,Spain Primera Division,22,"RM, ST",72,79,14000.0,81.0,66.0,61.0,81.0,28.0,49.0,2021
107517,J. Gélin,Stade Rennais FC,French Ligue 1,23,"CB, CDM",72,78,23000.0,58.0,36.0,59.0,62.0,72.0,73.0,2021
107518,P. Lienhart,Sport-Club Freiburg,German 1. Bundesliga,23,CB,72,77,14000.0,61.0,28.0,52.0,54.0,74.0,71.0,2021
107519,R. Nelson,Arsenal,English Premier League,20,"RW, LW, LM",72,82,39000.0,85.0,64.0,66.0,77.0,34.0,53.0,2021
107523,Javi Galán,SD Huesca,Spain Primera Division,25,"LB, LM",72,77,15000.0,78.0,53.0,69.0,69.0,65.0,64.0,2021
107536,T. Tomiyasu,Bologna,Italian Serie A,21,"RB, CB",72,83,14000.0,68.0,32.0,63.0,69.0,72.0,75.0,2021
107537,M. Hartel,DSC Arminia Bielefeld,German 1. Bundesliga,24,"CAM, CM, LW",72,75,15000.0,68.0,64.0,69.0,77.0,31.0,60.0,2021
107540,V. Jovanović,FC Girondins de Bordeaux,French Ligue 1,24,CB,72,75,17000.0,39.0,46.0,59.0,62.0,73.0,74.0,2021
107543,S. Grandsir,AS Monaco,French Ligue 1,23,"LM, RM",72,78,27000.0,87.0,61.0,70.0,75.0,44.0,63.0,2021
107545,Ronaldo Vieira,U.C. Sampdoria,Italian Serie A,21,"CDM, CM",72,81,9000.0,75.0,58.0,66.0,72.0,68.0,76.0,2021
107550,O. Mangala,VfB Stuttgart,German 1. Bundesliga,22,"CM, CDM",72,80,15000.0,72.0,51.0,71.0,76.0,69.0,69.0,2021
107555,R. Sallai,Sport-Club Freiburg,German 1. Bundesliga,23,"RM, LM",72,77,15000.0,70.0,66.0,67.0,75.0,37.0,59.0,2021
107566,Luis Pérez,Real Valladolid CF,Spain Primera Division,25,RB,72,76,13000.0,87.0,44.0,57.0,68.0,68.0,71.0,2021
107568,S. Özcan,1. FC Köln,German 1. Bundesliga,22,"CM, CAM, CDM",72,80,17000.0,69.0,59.0,68.0,75.0,67.0,73.0,2021
107571,D. Geiger,TSG Hoffenheim,German 1. Bundesliga,22,CM,72,81,20000.0,55.0,47.0,71.0,78.0,54.0,58.0,2021
107572,D. Bronn,FC Metz,French Ligue 1,25,"CB, RB",72,78,12000.0,64.0,60.0,66.0,63.0,73.0,75.0,2021
107575,Y. Valery,Southampton,English Premier League,21,"RWB, RB",72,82,23000.0,71.0,52.0,60.0,69.0,71.0,71.0,2021
107576,C. Michelin,Racing Club de Lens,French Ligue 1,23,"RWB, RB",72,79,21000.0,65.0,50.0,68.0,69.0,67.0,67.0,2021
107578,A. Nordin,AS Saint-Étienne,French Ligue 1,22,"LM, RM",72,80,19000.0,80.0,67.0,66.0,74.0,36.0,57.0,2021
107583,H. Wolf,Borussia Mönchengladbach,German 1. Bundesliga,21,CAM,72,82,23000.0,78.0,67.0,67.0,77.0,34.0,60.0,2021
107594,L. Mothiba,RC Strasbourg Alsace,French Ligue 1,24,ST,72,78,19000.0,69.0,72.0,60.0,70.0,27.0,68.0,2021
107598,D. Lainez,Real Betis Balompié,Spain Primera Division,20,"RM, CM, CAM",72,83,12000.0,80.0,62.0,66.0,79.0,47.0,53.0,2021
107601,Pedro Neto,Wolverhampton Wanderers,English Premier League,20,"LW, CF, RW",72,83,39000.0,85.0,66.0,62.0,78.0,28.0,48.0,2021
107602,Rodrigo Becão,Udinese Calcio,Italian Serie A,24,CB,72,79,10000.0,55.0,32.0,55.0,46.0,74.0,69.0,2021
107607,J. Clauss,Racing Club de Lens,French Ligue 1,27,"RW, RB",72,72,29000.0,81.0,65.0,68.0,74.0,62.0,65.0,2021
107611,I. Diallo,Stade Brestois 29,French Ligue 1,21,"CDM, CM",72,79,9000.0,68.0,48.0,64.0,70.0,70.0,69.0,2021
107615,A. Olsen,Bologna,Italian Serie A,20,"RW, ST, CAM",72,83,18000.0,82.0,71.0,65.0,74.0,35.0,66.0,2021
107617,K. Rüegg,Hellas Verona,Italian Serie A,21,"RB, CDM, CM",72,82,12000.0,81.0,42.0,64.0,70.0,68.0,80.0,2021
107619,Ander Guevara,Real Sociedad,Spain Primera Division,22,CM,72,81,17000.0,55.0,62.0,69.0,71.0,66.0,61.0,2021
107620,R. Baku,1. FSV Mainz 05,German 1. Bundesliga,22,"RB, CM, RM",72,82,15000.0,83.0,59.0,68.0,75.0,65.0,66.0,2021
107622,Francis,Real Betis Balompié,Spain Primera Division,24,"RM, RWB, RB",72,78,14000.0,80.0,59.0,68.0,72.0,65.0,59.0,2021
107629,E. Elmas,Napoli,Italian Serie A,20,CM,72,84,28000.0,67.0,69.0,71.0,76.0,58.0,67.0,2021
107636,M. Barrow,Bologna,Italian Serie A,21,ST,72,83,27000.0,82.0,71.0,53.0,72.0,31.0,56.0,2021
107638,A. Saelemaekers,AC Milan,Italian Serie A,21,"RW, CAM, LW",72,81,21000.0,78.0,60.0,71.0,76.0,59.0,60.0,2021
107641,L. Pellegrini,Juventus,Italian Serie A,21,LB,72,86,29000.0,76.0,35.0,62.0,69.0,67.0,56.0,2021
107642,Heriberto Tavares,Stade Brestois 29,French Ligue 1,23,"RW, RM",72,79,13000.0,81.0,72.0,61.0,76.0,30.0,65.0,2021
107644,M. Longstaff,Newcastle United,English Premier League,20,"CM, CDM",72,85,20000.0,68.0,67.0,71.0,69.0,57.0,57.0,2021
107649,A. Fein,FC Bayern München,German 1. Bundesliga,21,CDM,72,82,27000.0,57.0,57.0,68.0,72.0,67.0,74.0,2021
107654,J. Bogle,Sheffield United,English Premier League,19,RB,72,83,12000.0,81.0,48.0,65.0,73.0,68.0,68.0,2021
107657,Sancet,Athletic Club de Bilbao,Spain Primera Division,20,"CAM, CM",72,83,12000.0,68.0,66.0,68.0,74.0,55.0,49.0,2021
107663,Eric García,Manchester City,English Premier League,19,CB,72,85,32000.0,61.0,34.0,54.0,62.0,73.0,70.0,2021
107666,Luca Sangalli,Real Sociedad,Spain Primera Division,25,"CM, CAM, RM",72,77,18000.0,76.0,64.0,70.0,75.0,61.0,63.0,2021
107671,A. Bamba,FC Nantes,French Ligue 1,26,"RM, LM",72,73,18000.0,80.0,64.0,67.0,75.0,42.0,53.0,2021
107672,A. Pieper,DSC Arminia Bielefeld,German 1. Bundesliga,22,CB,72,80,14000.0,64.0,32.0,51.0,53.0,74.0,74.0,2021
107675,Thierry Correia,Valencia CF,Spain Primera Division,21,"RB, LB",72,78,15000.0,82.0,46.0,62.0,73.0,66.0,66.0,2021
107679,Jean Lucas,Olympique Lyonnais,French Ligue 1,22,"CM, CDM",72,82,33000.0,68.0,62.0,70.0,73.0,64.0,72.0,2021
107687,Pedri,FC Barcelona,Spain Primera Division,17,"LM, CAM",72,88,10000.0,80.0,61.0,71.0,76.0,46.0,52.0,2021
107691,H. Boudaoui,OGC Nice,French Ligue 1,20,"CM, RM",72,82,17000.0,75.0,63.0,69.0,76.0,70.0,70.0,2021
107697,Robson Bambu,OGC Nice,French Ligue 1,22,CB,72,80,18000.0,72.0,48.0,62.0,64.0,73.0,68.0,2021
107708,F. Marchetti,Genoa,Italian Serie A,37,GK,71,71,5000.0,,,,,,,2021
107727,Y. Cahuzac,Racing Club de Lens,French Ligue 1,35,"CDM, CM",71,71,16000.0,34.0,46.0,62.0,60.0,69.0,77.0,2021
107731,Javi Moyano,Real Valladolid CF,Spain Primera Division,34,"RB, LB",71,71,12000.0,68.0,45.0,58.0,62.0,71.0,72.0,2021
107736,N. Viola,Benevento,Italian Serie A,30,"CM, CDM",71,71,12000.0,65.0,63.0,74.0,70.0,58.0,73.0,2021
107739,K. McDonald,Fulham,English Premier League,31,CDM,71,71,47000.0,49.0,59.0,69.0,64.0,68.0,71.0,2021
107746,L. Baal,Stade Brestois 29,French Ligue 1,34,LB,71,71,11000.0,60.0,50.0,66.0,64.0,70.0,69.0,2021
107749,M. Harnik,SV Werder Bremen,German 1. Bundesliga,33,"ST, RW",71,71,18000.0,64.0,70.0,68.0,69.0,45.0,75.0,2021
107751,P. Baysse,FC Girondins de Bordeaux,French Ligue 1,32,CB,71,71,18000.0,43.0,45.0,62.0,61.0,71.0,77.0,2021
107752,S. Iacoponi,Parma,Italian Serie A,33,"CB, RB",71,71,18000.0,76.0,32.0,49.0,54.0,75.0,72.0,2021
107753,F. Peluso,U.S. Sassuolo Calcio,Italian Serie A,36,"CB, LB",71,71,13000.0,49.0,49.0,58.0,59.0,74.0,68.0,2021
107778,Á. Szalai,1. FSV Mainz 05,German 1. Bundesliga,32,ST,71,71,18000.0,34.0,71.0,59.0,70.0,39.0,78.0,2021
107782,D. Odoi,Fulham,English Premier League,32,"RB, CB",71,71,47000.0,76.0,51.0,66.0,73.0,67.0,70.0,2021
107797,P. Schiattarella,Benevento,Italian Serie A,33,"CM, CDM",71,71,12000.0,77.0,64.0,71.0,73.0,61.0,69.0,2021
107809,Diego Farías,Cagliari,Italian Serie A,30,ST,71,71,21000.0,83.0,69.0,68.0,79.0,38.0,46.0,2021
107816,J. Schieber,FC Augsburg,German 1. Bundesliga,31,ST,71,71,18000.0,51.0,74.0,58.0,64.0,30.0,67.0,2021
107818,J. Boye,FC Metz,French Ligue 1,33,CB,71,71,11000.0,67.0,33.0,47.0,57.0,71.0,76.0,2021
107821,A. Elmohamady,Aston Villa,English Premier League,32,"RB, RM, RWB",71,71,29000.0,68.0,64.0,71.0,69.0,67.0,70.0,2021
107830,M. Zeegelaar,Udinese Calcio,Italian Serie A,29,"LM, LB",71,71,12000.0,68.0,62.0,67.0,72.0,73.0,72.0,2021
107831,C. Clemens,1. FC Köln,German 1. Bundesliga,28,"RM, LM",71,71,18000.0,75.0,68.0,70.0,70.0,51.0,65.0,2021
107832,W. Foderingham,Sheffield United,English Premier League,29,GK,71,71,17000.0,,,,,,,2021
107837,M. Destro,Genoa,Italian Serie A,29,ST,71,71,13000.0,64.0,71.0,59.0,71.0,28.0,60.0,2021
107841,Villalibre,Athletic Club de Bilbao,Spain Primera Division,22,ST,71,78,14000.0,72.0,71.0,50.0,66.0,39.0,80.0,2021
107848,K. Long,Burnley,English Premier League,29,CB,71,71,29000.0,53.0,35.0,50.0,55.0,71.0,74.0,2021
107852,F. Wiedwald,Eintracht Frankfurt,German 1. Bundesliga,30,GK,71,71,13000.0,,,,,,,2021
107854,M. Gillespie,Newcastle United,English Premier League,28,GK,71,74,19000.0,,,,,,,2021
107860,A. Ujah,1. FC Union Berlin,German 1. Bundesliga,29,ST,71,71,21000.0,66.0,71.0,55.0,69.0,33.0,71.0,2021
107867,Ji Dong Won,1. FSV Mainz 05,German 1. Bundesliga,29,"CF, CAM, LM",71,71,19000.0,67.0,70.0,63.0,73.0,43.0,71.0,2021
107868,A. Abrashi,Sport-Club Freiburg,German 1. Bundesliga,30,"CDM, CM",71,71,14000.0,64.0,54.0,57.0,64.0,70.0,76.0,2021
107871,W. Lautoa,Dijon FCO,French Ligue 1,32,"CDM, CB",71,71,9000.0,43.0,38.0,59.0,54.0,70.0,78.0,2021
107872,L. Caldirola,Benevento,Italian Serie A,29,CB,71,71,11000.0,49.0,41.0,63.0,60.0,71.0,69.0,2021
107877,S. Skrzybski,FC Schalke 04,German 1. Bundesliga,27,"ST, RM",71,72,18000.0,75.0,73.0,65.0,75.0,33.0,62.0,2021
107893,F. Sørensen,1. FC Köln,German 1. Bundesliga,28,"CB, RB",71,73,16000.0,55.0,33.0,61.0,60.0,71.0,76.0,2021
107900,L. Landre,Nîmes Olympique,French Ligue 1,28,CB,71,73,14000.0,52.0,36.0,53.0,54.0,70.0,72.0,2021
107915,C. Townsend,West Bromwich Albion,English Premier League,27,"LB, LWB",71,72,41000.0,71.0,46.0,64.0,66.0,69.0,68.0,2021
107916,A. Benali,Crotone,Italian Serie A,28,"CM, CDM",71,71,9000.0,78.0,62.0,70.0,79.0,44.0,63.0,2021
107923,K. Günter,Hellas Verona,Italian Serie A,25,CB,71,76,15000.0,65.0,31.0,56.0,60.0,71.0,70.0,2021
107936,J. Akpa Akpro,Lazio,Italian Serie A,27,CM,71,72,31000.0,80.0,67.0,70.0,71.0,68.0,71.0,2021
107945,P. Terracciano,Fiorentina,Italian Serie A,30,GK,71,72,22000.0,,,,,,,2021
107950,J. Dezi,Parma,Italian Serie A,28,"CM, CAM",71,71,20000.0,76.0,66.0,66.0,71.0,62.0,68.0,2021
107951,J. Murphy,Newcastle United,English Premier League,25,"RW, LW, RM",71,73,25000.0,80.0,68.0,66.0,75.0,33.0,55.0,2021
107954,K. Coulibaly,FC Nantes,French Ligue 1,28,ST,71,71,18000.0,72.0,70.0,60.0,62.0,26.0,74.0,2021
107955,S. Prcić,RC Strasbourg Alsace,French Ligue 1,26,"CM, CDM",71,73,18000.0,58.0,62.0,73.0,72.0,68.0,66.0,2021
107957,Y. Benzia,Dijon FCO,French Ligue 1,25,"CAM, CM",71,74,10000.0,66.0,69.0,70.0,74.0,45.0,63.0,2021
107959,P. Bamford,Leeds United,English Premier League,26,ST,71,72,56000.0,71.0,69.0,63.0,70.0,34.0,71.0,2021
107961,Insua,SD Huesca,Spain Primera Division,26,CB,71,74,14000.0,53.0,36.0,55.0,53.0,72.0,66.0,2021
107970,M. Stępiński,Hellas Verona,Italian Serie A,25,ST,71,75,17000.0,69.0,69.0,58.0,71.0,37.0,73.0,2021
107979,R. Ripart,Nîmes Olympique,French Ligue 1,27,"ST, LM, RB",71,72,16000.0,71.0,73.0,66.0,71.0,60.0,75.0,2021
107980,Eugeni,SD Huesca,Spain Primera Division,25,"CM, CAM, LM",71,74,14000.0,66.0,69.0,73.0,73.0,57.0,66.0,2021
107993,N. Gießelmann,1. FC Union Berlin,German 1. Bundesliga,28,"LB, LWB",71,71,18000.0,69.0,54.0,66.0,66.0,68.0,75.0,2021
107997,C. Jean,Racing Club de Lens,French Ligue 1,24,"RM, ST",71,74,21000.0,76.0,68.0,68.0,74.0,31.0,54.0,2021
107998,G. Lapadula,Benevento,Italian Serie A,30,ST,71,71,13000.0,72.0,70.0,57.0,73.0,24.0,61.0,2021
108014,R. Philippoteaux,Nîmes Olympique,French Ligue 1,32,"LM, LW",71,71,15000.0,73.0,67.0,66.0,73.0,43.0,58.0,2021
108032,A. Cerri,Cagliari,Italian Serie A,24,ST,71,77,19000.0,56.0,72.0,54.0,68.0,39.0,74.0,2021
108049,M. Miazga,Chelsea,English Premier League,24,CB,71,77,35000.0,57.0,26.0,45.0,57.0,69.0,78.0,2021
108050,Samir,Udinese Calcio,Italian Serie A,25,"CB, LB",71,75,10000.0,61.0,33.0,55.0,58.0,73.0,71.0,2021
108052,R. Emond,FC Nantes,French Ligue 1,28,ST,71,71,18000.0,60.0,73.0,55.0,62.0,27.0,66.0,2021
108055,R. Framberger,FC Augsburg,German 1. Bundesliga,24,"RB, RWB",71,76,13000.0,82.0,41.0,56.0,58.0,69.0,61.0,2021
108056,A. Halilović,AC Milan,Italian Serie A,24,"CAM, RM",71,77,19000.0,72.0,62.0,72.0,76.0,40.0,42.0,2021
108073,Dani Calvo,Elche CF,Spain Primera Division,26,CB,71,75,12000.0,50.0,46.0,55.0,50.0,69.0,79.0,2021
108075,Simy,Crotone,Italian Serie A,28,ST,71,71,10000.0,59.0,74.0,44.0,59.0,29.0,78.0,2021
108078,Saúl,Deportivo Alavés,Spain Primera Division,25,LB,71,76,13000.0,68.0,45.0,64.0,66.0,68.0,64.0,2021
108080,David Costas,RC Celta de Vigo,Spain Primera Division,25,"CB, RB",71,76,13000.0,64.0,43.0,63.0,64.0,72.0,66.0,2021
108088,Iza Carcelén,Cádiz CF,Spain Primera Division,27,"RB, RM",71,72,16000.0,79.0,57.0,68.0,69.0,63.0,75.0,2021
108089,F. Mattiello,Spezia,Italian Serie A,24,"RM, LM, RB",71,73,10000.0,72.0,64.0,70.0,73.0,69.0,63.0,2021
108090,S. Luperto,Napoli,Italian Serie A,23,CB,71,79,26000.0,49.0,55.0,60.0,59.0,74.0,68.0,2021
108092,Léo Bonatini,Wolverhampton Wanderers,English Premier League,26,ST,71,74,45000.0,68.0,70.0,68.0,71.0,34.0,71.0,2021
108095,J. Riedewald,Crystal Palace,English Premier League,23,"CB, LB",71,74,24000.0,63.0,51.0,68.0,67.0,72.0,67.0,2021
108096,J. Gradit,Racing Club de Lens,French Ligue 1,27,"CB, RB",71,74,22000.0,68.0,28.0,59.0,62.0,70.0,79.0,2021
108113,B. Schmitz,1. FC Köln,German 1. Bundesliga,25,"RB, CB",71,74,15000.0,70.0,50.0,64.0,63.0,69.0,70.0,2021
108134,D. Furlong,West Bromwich Albion,English Premier League,24,"RB, CB",71,76,35000.0,74.0,36.0,59.0,69.0,69.0,67.0,2021
108144,J. Pollersbeck,Olympique Lyonnais,French Ligue 1,25,GK,71,75,23000.0,,,,,,,2021
108157,K. Adams Nuhu,TSG Hoffenheim,German 1. Bundesliga,25,CB,71,74,18000.0,65.0,42.0,55.0,56.0,69.0,81.0,2021
108159,A. Bobichon,Angers SCO,French Ligue 1,24,"CM, LM",71,76,13000.0,69.0,73.0,72.0,73.0,56.0,65.0,2021
108169,P. Diop,Dijon FCO,French Ligue 1,22,"CM, CDM",71,80,29000.0,73.0,60.0,68.0,71.0,64.0,71.0,2021
108173,L. Haraslín,U.S. Sassuolo Calcio,Italian Serie A,24,"LM, RM",71,76,17000.0,79.0,62.0,66.0,74.0,40.0,61.0,2021
108177,E. Konsa,Aston Villa,English Premier League,22,"CB, RB",71,83,25000.0,74.0,38.0,58.0,68.0,71.0,72.0,2021
108179,J. Cullen,West Ham United,English Premier League,24,"CM, CDM",71,77,21000.0,69.0,54.0,69.0,71.0,65.0,64.0,2021
108186,P. Bartolomei,Spezia,Italian Serie A,30,CM,71,71,11000.0,77.0,65.0,71.0,72.0,61.0,70.0,2021
108189,Gil Dias,AS Monaco,French Ligue 1,23,"LM, RM, RW",71,76,24000.0,74.0,66.0,67.0,74.0,55.0,65.0,2021
108190,A. Calabresi,Bologna,Italian Serie A,24,"RB, CB",71,76,15000.0,60.0,31.0,58.0,63.0,74.0,71.0,2021
108191,A. Ćorić,Roma,Italian Serie A,23,"CAM, CM",71,80,10000.0,67.0,66.0,71.0,74.0,40.0,52.0,2021
108192,V. Angban,FC Metz,French Ligue 1,23,"CM, CDM",71,79,11000.0,63.0,55.0,68.0,73.0,62.0,75.0,2021
108193,Fali,Cádiz CF,Spain Primera Division,26,"CB, CDM",71,74,16000.0,58.0,59.0,65.0,59.0,68.0,87.0,2021
108195,Eduardo Henrique,Crotone,Italian Serie A,25,CM,71,76,8000.0,71.0,67.0,70.0,72.0,67.0,74.0,2021
108222,Lyanco,Torino F.C.,Italian Serie A,23,CB,71,79,20000.0,55.0,36.0,52.0,58.0,72.0,69.0,2021
108223,Pedro Pereira,Crotone,Italian Serie A,22,"RB, RWB, RM",71,81,7000.0,72.0,39.0,65.0,71.0,69.0,61.0,2021
108232,R. Pierre-Gabriel,Stade Brestois 29,French Ligue 1,22,"RB, LB, CB",71,78,13000.0,77.0,48.0,59.0,69.0,68.0,69.0,2021
108250,Garrido,Cádiz CF,Spain Primera Division,30,"CDM, CM",71,71,16000.0,43.0,43.0,57.0,52.0,69.0,89.0,2021
108257,N. Sarenren Bazee,FC Augsburg,German 1. Bundesliga,23,RM,71,77,15000.0,82.0,61.0,64.0,75.0,29.0,52.0,2021
108262,Léo Duarte,AC Milan,Italian Serie A,23,"CB, RB",71,80,17000.0,54.0,35.0,36.0,52.0,74.0,72.0,2021
108275,Y. Wissa,FC Lorient,French Ligue 1,23,"LM, ST",71,77,16000.0,88.0,71.0,61.0,72.0,24.0,67.0,2021
108276,M. Pajač,Cagliari,Italian Serie A,27,"LM, LB",71,71,19000.0,74.0,66.0,70.0,71.0,61.0,60.0,2021
108277,L. Höler,Sport-Club Freiburg,German 1. Bundesliga,25,"ST, CF",71,73,16000.0,70.0,72.0,50.0,59.0,40.0,76.0,2021
108278,F. Jensen,FC Augsburg,German 1. Bundesliga,22,CAM,71,78,15000.0,69.0,68.0,67.0,74.0,51.0,70.0,2021
108281,J. Maja,FC Girondins de Bordeaux,French Ligue 1,21,ST,71,80,16000.0,75.0,70.0,62.0,70.0,28.0,58.0,2021
108288,F. Depaoli,U.C. Sampdoria,Italian Serie A,23,"RM, RB",71,80,11000.0,72.0,53.0,70.0,72.0,67.0,55.0,2021
108289,Pol Lirola,Fiorentina,Italian Serie A,22,"RM, RB",71,76,25000.0,77.0,48.0,68.0,73.0,71.0,67.0,2021
108290,I. Cardona,Stade Brestois 29,French Ligue 1,22,"ST, RM, LM",71,79,12000.0,69.0,72.0,65.0,73.0,26.0,63.0,2021
108292,J. Tanganga,Tottenham Hotspur,English Premier League,21,"CB, RB, LB",71,83,29000.0,74.0,23.0,53.0,63.0,71.0,73.0,2021
108293,P. Hamel,FC Lorient,French Ligue 1,26,ST,71,74,20000.0,61.0,73.0,57.0,67.0,28.0,62.0,2021
108294,Z. Youssouf,AS Saint-Étienne,French Ligue 1,20,"CM, RM",71,82,14000.0,66.0,57.0,71.0,74.0,64.0,70.0,2021
108296,F. Diabaté,Leicester City,English Premier League,24,"LM, RM, ST",71,75,36000.0,76.0,66.0,61.0,76.0,23.0,43.0,2021
108297,E. Nketiah,Arsenal,English Premier League,21,ST,71,83,35000.0,83.0,69.0,54.0,74.0,23.0,61.0,2021
